Sheet by Hematite based on 1.1 data provided by @Kaphotics!,,,,,,,,,,,,,,,,,,,,
Pokémon,,Sticker,Lv,Ability,,Item,Moves,Nature,EVs,,,,,,IVs,,,,,
,Kricketune,,29,Swarm,,,Struggle Bug / Absorb / Sing / Focus Energy,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Silcoon,,29,Shed Skin,,,Harden,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 588,,Bug Catcher Brandon,,,,,,,,,,,,,,,,,
,Kricketune,,53,Swarm,,,Absorb / Sing / Focus Energy / Bug Buzz,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Beautifly,,53,Swarm,,,Air Cutter / Giga Drain / Bug Buzz / Quiver Dance,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 589,,Parasol Lady Alexa,,,,,,,,,,,,,,,,,
,Goldeen,,28,Water Veil,,,Peck / Supersonic / Water Pulse / Horn Attack,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Buizel,,30,Swift Swim,,,Tail Whip / Bite / Swift / Aqua Jet,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 590,,Parasol Lady Alexa,,,,,,,,,,,,,,,,,
,Seaking,,38,Water Veil,,,Peck / Supersonic / Horn Attack / Waterfall,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Buizel,,38,Swift Swim,,,Tail Whip / Bite / Swift / Waterfall,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 591,,Parasol Lady Alexa,,,,,,,,,,,,,,,,,
,Seaking,,53,Water Veil,,,Peck / Supersonic / Horn Attack / Waterfall,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Floatzel,,53,Swift Swim,,,Ice Fang / Crunch / Tail Whip / Waterfall,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 592,,Picnicker Karina,,,,,,,,,,,,,,,,,
,Piplup,,19,Torrent,,,Growl / Peck / Bubble Beam,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 593,,Picnicker Karina,,,,,,,,,,,,,,,,,
,Prinplup,,31,Torrent,,,Peck / Metal Claw / Bubble Beam / Fury Attack,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 594,,Picnicker Karina,,,,,,,,,,,,,,,,,
,Empoleon,,55,Torrent,,,Metal Claw / Aqua Jet / Brine / Drill Peck,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 595,,Poké Kid Danielle,,,,,,,,,,,,,,,,,
,Pikachu,,31,Static,,,Sweet Kiss / Charm / Spark / Slam,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 596,,Poké Kid Danielle,,,,,,,,,,,,,,,,,
,Pikachu,,40,Static,,,Sweet Kiss / Charm / Slam / Thunderbolt,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 597,,Poké Kid Danielle,,,,,,,,,,,,,,,,,
,Pikachu,,55,Static,,,Sweet Kiss / Charm / Slam / Thunder,Hasty,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 598,,Police Officer Danny,,,,,,,,,,,,,,,,,
,Hoothoot,,28,Keen Eye,,,Growl / Psycho Shift / Air Slash / Extrasensory,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Machoke,,30,No Guard,,,Low Kick / Leer / Low Sweep / Knock Off,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 599,,Police Officer Danny,,,,,,,,,,,,,,,,,
,Noctowl,,38,Keen Eye,,,Psycho Shift / Air Slash / Extrasensory / Roost,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Machoke,,40,No Guard,,,Leer / Low Sweep / Knock Off / Dual Chop,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 600,,Police Officer Danny,,,,,,,,,,,,,,,,,
,Noctowl,,53,Keen Eye,,,Psycho Shift / Moonblast / Hypnosis / Dream Eater,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Machamp,,55,No Guard,,,Leer / Knock Off / Dual Chop / Dynamic Punch,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 601,,Rich Boy Trey,,,,,,,,,,,,,,,,,
,Luxio,,55,Intimidate,,,Leer / Spark / Thunder Wave / Crunch,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 602,,Rich Boy Trey,,,,,,,,,,,,,,,,,
,Luxio,,60,Intimidate,,,Leer / Spark / Thunder Wave / Crunch,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 603,,Lady Melissa,,,,,,,,,,,,,,,,,
,Buneary,,31,Klutz,,,Defense Curl / Baby-Doll Eyes / Quick Attack / Double Kick,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 604,,Lady Melissa,,,,,,,,,,,,,,,,,
,Lopunny,,40,Klutz,,,Quick Attack / Double Kick / Headbutt / Entrainment,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 605,,Lady Melissa,,,,,,,,,,,,,,,,,
,Lopunny,,60,Klutz,,,Headbutt / Entrainment / Bounce / High Jump Kick,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 606,,Pokémon Ranger Taylor,,,,,,,,,,,,,,,,,
,Luxio,,31,Intimidate,,,Leer / Bite / Spark / Volt Switch,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Buizel,,31,Swift Swim,,,Bite / Swift / Aqua Jet / Whirlpool,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 607,,Pokémon Ranger Taylor,,,,,,,,,,,,,,,,,
,Luxio,,40,Intimidate,,,Leer / Bite / Spark / Volt Switch,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Floatzel,,40,Swift Swim,,,Ice Fang / Crunch / Aqua Jet / Whirlpool,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 608,,Pokémon Ranger Taylor,,,,,,,,,,,,,,,,,
,Luxio,,60,Intimidate,,,Leer / Volt Switch / Crunch / Discharge,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Floatzel,,60,Swift Swim,,,Ice Fang / Crunch / Aqua Jet / Waterfall,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 609,,Pokémon Ranger Kyler,,,,,,,,,,,,,,,,,
,Exeggutor,,60,Chlorophyll,,,Worry Seed / Leech Seed / Leaf Storm / Psyshock,Modest,0,0,0,0,0,0,0,0,0,0,0,0
,Ursaring,,60,Guts,,,Scary Face / Rest / Snore / Thrash,Adamant,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 610,,Pokémon Ranger Allison,,,,,,,,,,,,,,,,,
,Aipom,,30,Pickup,,,Astonish / Tickle / Fury Swipes / Swift,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Marill,,32,Thick Fat,,,Bubble Beam / Slam / Bounce / Play Rough,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 611,,Pokémon Ranger Allison,,,,,,,,,,,,,,,,,
,Aipom,,41,Pickup,,,Astonish / Tickle / Double Hit / Fling,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Azumarill,,39,Thick Fat,,,Bubble Beam / Slam / Bounce / Play Rough,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 612,,Pokémon Ranger Allison,,,,,,,,,,,,,,,,,
,Ambipom,,61,Pickup,,,Dual Chop / Tickle / Double Hit / Fling,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Azumarill,,59,Thick Fat,,,Bubble Beam / Bounce / Play Rough / Superpower,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 613,,Pokémon Ranger Ashlee,,,,,,,,,,,,,,,,,
,Linoone,,60,Pickup,,,Slash / Rest / Belly Drum / Double-Edge,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Skarmory,,60,Keen Eye,,,Steel Wing / Brave Bird / Slash / Iron Defense,Impish,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 614,,Sailor Marc,,,,,,,,,,,,,,,,,
,Mantine,,54,Water Absorb,,,Roost / Air Slash / Aqua Ring / Hydro Pump,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Pelipper,,52,Drizzle,,,Air Slash / Water Pulse / Stockpile / Roost,Bold,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 615,,Sailor Marc,,,,,,,,,,,,,,,,,
,Mantine,,57,Water Absorb,,,Roost / Air Slash / Aqua Ring / Hydro Pump,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Pelipper,,59,Drizzle,,,Water Pulse / Stockpile / Roost / Hurricane,Bold,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 616,,Sailor Zachariah,,,,,,,,,,,,,,,,,
,Pelipper,,55,Drizzle,,,Tailwind / Water Pulse / Roost / Hurricane,Bold,0,0,0,0,0,0,0,0,0,0,0,0
,Machamp,,58,No Guard,,,Knock Off / Dual Chop / Bulk Up / Dynamic Punch,Adamant,0,0,0,0,0,0,0,0,0,0,0,0
,Gastrodon,,58,Storm Drain,,,Recover / Ancient Power / Muddy Water / Earth Power,Modest,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 617,,Scientist Shaun,,,,,,,,,,,,,,,,,
,Kadabra,,30,Inner Focus,,,Kinesis / Teleport / Reflect / Psyshock,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Kadabra,,28,Synchronize,,,Disable / Psybeam / Psycho Cut / Recover,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 618,,Scientist Shaun,,,,,,,,,,,,,,,,,
,Kadabra,,40,Inner Focus,,,Kinesis / Teleport / Reflect / Psychic,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Kadabra,,36,Synchronize,,,Disable / Recover / Psyshock / Psychic,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 619,,Scientist Shaun,,,,,,,,,,,,,,,,,
,Alakazam,,53,Inner Focus,,,Kinesis / Teleport / Reflect / Psychic,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Alakazam,,53,Synchronize,,,Disable / Recover / Future Sight / Calm Mind,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 620,,Ninja Boy Zach,,,,,,,,,,,,,,,,,
,Zubat,,26,Inner Focus,,,Absorb / Astonish / Poison Fang / Air Cutter,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Golbat,,29,Inner Focus,,,Screech / Astonish / Poison Fang / Air Cutter,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Golbat,,29,Inner Focus,,,Screech / Astonish / Poison Fang / Air Cutter,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 621,,Ninja Boy Zach,,,,,,,,,,,,,,,,,
,Golbat,,36,Inner Focus,,,Screech / Poison Fang / Air Cutter / Bite,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Golbat,,37,Inner Focus,,,Screech / Poison Fang / Air Cutter / Bite,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Golbat,,38,Inner Focus,,,Astonish / Poison Fang / Air Cutter / Bite,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 622,,Ninja Boy Zach,,,,,,,,,,,,,,,,,
,Golbat,,51,Inner Focus,,,Screech / Astonish / Poison Fang / Bite,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Crobat,,52,Inner Focus,,,Tailwind / Cross Poison / Toxic / Bite,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Crobat,,53,Inner Focus,,,Absorb / Toxic / Air Cutter / Venoshock,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 623,,Beauty Cyndy,,,,,,,,,,,,,,,,,
,Glameow,,40,Own Tempo,,,Aerial Ace / Charm / Taunt / Slash,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 624,,Beauty Cyndy,,,,,,,,,,,,,,,,,
,Purugly,,60,Own Tempo,,,Aerial Ace / Body Slam / Attract / Hone Claws,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 625,,Skier Edward,,,,,,,,,,,,,,,,,
,Sneasel,,40,Inner Focus,,,Leer / Icy Wind / Fury Swipes / Hone Claws,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 626,,Skier Edward,,,,,,,,,,,,,,,,,
,Sneasel,,55,Inner Focus,,,Icy Wind / Fury Swipes / Hone Claws / Screech,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 627,,Skier Bjorn,,,,,,,,,,,,,,,,,
,Mantine,,37,Water Absorb,,,Psybeam / Roost / Bubble Beam / Air Slash,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Sneasel,,39,Inner Focus,,,Metal Claw / Icy Wind / Fury Swipes / Hone Claws,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 628,,Skier Bjorn,,,,,,,,,,,,,,,,,
,Mantine,,58,Water Absorb,,,Psybeam / Roost / Air Slash / Hydro Pump,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Sneasel,,58,Inner Focus,,,Metal Claw / Icy Wind / Fury Swipes / Hone Claws,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 629,,Skier Andrea,,,,,,,,,,,,,,,,,
,Staravia,,40,Intimidate,,,Double Team / Endeavor / Aerial Ace / Take Down,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 630,,Skier Andrea,,,,,,,,,,,,,,,,,
,Staraptor,,55,Intimidate,,,Close Combat / Double Team / Endeavor / Brave Bird,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 631,,Skier Madison,,,,,,,,,,,,,,,,,
,Snover,,40,Snow Warning,,,Ice Shard / Razor Leaf / Icy Wind / Ingrain,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 632,,Skier Madison,,,,,,,,,,,,,,,,,
,Snover,,55,Snow Warning,,,Ice Shard / Ingrain / Wood Hammer / Blizzard,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 633,,Swimmer Wesley,,,,,,,,,,,,,,,,,
,Floatzel,,58,Swift Swim,,,Ice Fang / Crunch / Aqua Jet / Waterfall,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Tentacruel,,58,Liquid Ooze,,,Acid Armor / Poison Jab / Sludge Wave / Hydro Pump,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 634,,Swimmer Francisco,,,,,,,,,,,,,,,,,
,Tentacool,,58,Clear Body,,,Hex / Acid Armor / Poison Jab / Surf,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Golduck,,58,Damp,,,Fury Swipes / Zen Headbutt / Aqua Tail / Wonder Room,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 635,,Swimmer Glenn,,,,,,,,,,,,,,,,,
,Dewgong,,58,Thick Fat,,,Dive / Aqua Tail / Ice Beam / Safeguard,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Starmie,,58,Natural Cure,,,Hydro Pump / Psychic / Swift / Recover,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 636,,Swimmer Miranda,,,,,,,,,,,,,,,,,
,Lumineon,,60,Swift Swim,,,Attract / Rain Dance / Whirlpool / Bounce,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 637,,Swimmer Crystal,,,,,,,,,,,,,,,,,
,Pelipper,,58,Drizzle,,,Tailwind / Growl / Water Pulse / Hurricane,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Seaking,,58,Swift Swim,,,Peck / Waterfall / Megahorn / Horn Drill,Adamant,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 638,,Swimmer Joanna,,,,,,,,,,,,,,,,,
,Luvdisc,,56,Swift Swim,,,Aqua Ring / Flail / Brine / Attract,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Lapras,,60,Water Absorb,,,Ice Beam / Hydro Pump / Confuse Ray / Ice Shard,Modest,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 639,,Youngster Tristan,,,,,,,,,,,,,,,,,
,Starly,,19,Keen Eye,,,Quick Attack / Wing Attack / Double Team / Endeavor,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 640,,Youngster Tristan,,,,,,,,,,,,,,,,,
,Staravia,,31,Intimidate,,,Quick Attack / Double Team / Endeavor / Aerial Ace,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 641,,Youngster Tristan,,,,,,,,,,,,,,,,,
,Staravia,,40,Intimidate,,,Quick Attack / Double Team / Aerial Ace / Take Down,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 642,,Youngster Dallas,,,,,,,,,,,,,,,,,
,Kricketune,,19,Swarm,,,Growl / Bug Bite / Struggle Bug / Fury Cutter,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 643,,Youngster Dallas,,,,,,,,,,,,,,,,,
,Kricketune,,31,Swarm,,,Fury Cutter / Focus Energy / Slash / X-Scissor,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 644,,Youngster Dallas,,,,,,,,,,,,,,,,,
,Kricketune,,55,Swarm,,,X-Scissor / Screech / Fell Stinger / Night Slash,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 645,,Tuber Jared,,,,,,,,,,,,,,,,,
,Shellos (East Sea),,28,Storm Drain,,,Mud-Slap / Recover / Water Pulse / Ancient Power,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Shellos (East Sea),,27,Storm Drain,,,Recover / Water Pulse / Ancient Power / Body Slam,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Shellos,,29,Storm Drain,,,Recover / Water Pulse / Ancient Power / Body Slam,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 646,,Tuber Jared,,,,,,,,,,,,,,,,,
,Gastrodon (East Sea),,52,Storm Drain,,,Mud-Slap / Recover / Water Pulse / Rain Dance,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Gastrodon (East Sea),,53,Storm Drain,,,Recover / Ancient Power / Muddy Water / Earth Power,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Gastrodon,,51,Storm Drain,,,Recover / Body Slam / Muddy Water / Earth Power,Calm,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 647,,Tuber Chelsea,,,,,,,,,,,,,,,,,
,Bibarel,,40,Unaware,,,Aqua Jet / Headbutt / Crunch / Super Fang,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 648,,Veteran Brian,,,,,,,,,,,,,,,,,
,Buizel,,38,Swift Swim,,,Growl / Tail Whip / Bite / Aqua Jet,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Girafarig,,40,Inner Focus,,,Astonish / Stomp / Psybeam / Crunch,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Machoke,,39,Guts,,,Focus Energy / Low Sweep / Knock Off / Dual Chop,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 649,,Tuber Chelsea,,,,,,,,,,,,,,,,,
,Bibarel,,55,Unaware,,,Aqua Jet / Crunch / Super Fang / Superpower,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 650,,Veteran Brian,,,,,,,,,,,,,,,,,
,Floatzel,,58,Swift Swim,,,Crunch / Growl / Tail Whip / Waterfall,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Girafarig,,59,Inner Focus,,,Astonish / Stomp / Crunch / Psychic,Timid,0,0,0,0,0,0,0,0,0,0,0,0
,Machamp,,60,Guts,,,Focus Energy / Knock Off / Dual Chop / Seismic Toss,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 651,,Veteran Armando,,,,,,,,,,,,,,,,,
,Staraptor,,58,Intimidate,,,Brave Bird / Close Combat / Quick Attack / Take Down,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Pelipper,,58,Drizzle,,,Hurricane / Roost / Water Pulse / Tailwind,Modest,0,0,0,0,0,0,0,0,0,0,0,0
,Crobat,,58,--,,,Cross Poison / Bite / Astonish / Supersonic,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 652,,Tower Tycoon Palmer,,,,,,,,,,,,,,,,,
,Rattata,,5,--,,,--,Serious,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 653,,Ace Trainer Anton,,,,,,,,,,,,,,,,,
,Snover,,39,Snow Warning,,,Ice Shard / Razor Leaf / Water Pulse / Blizzard,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 654,,Ace Trainer Brenna,,,,,,,,,,,,,,,,,
,Snover,,39,Snow Warning,,,Ice Shard / Razor Leaf / Icy Wind / Ingrain,Relaxed,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 655,,Scientist Darrius,,,,,,,,,,,,,,,,,
,Kadabra,,37,Synchronize,,,Kinesis / Reflect / Psyshock / Psychic,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 656,,Scientist Fredrick,,,,,,,,,,,,,,,,,
,Kadabra,,35,Inner Focus,,,Kinesis / Reflect / Psyshock / Psychic,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Kadabra,,35,Synchronize,,,Reflect / Recover / Psyshock / Psychic,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 657,,Scientist Travon,,,,,,,,,,,,,,,,,
,Kadabra,,15,Synchronize,,,Kinesis / Disable / Psybeam / Reflect,Sassy,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 658,,Poké Kid Janet,,,,,,,,,,,,,,,,,
,Pikachu,,41,Static,,,Sweet Kiss / Nuzzle / Slam / Thunderbolt,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Pikachu,,41,Static,,,Nuzzle / Spark / Slam / Thunderbolt,Jolly,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 659,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Cascoon,,28,Shed Skin,,,Tackle / String Shot / Poison Sting / Harden,Quirky,0,0,0,0,0,0,0,0,0,0,0,0
,Dustox,,28,Shield Dust,,,Poison Powder / Venoshock / Leech Life / Light Screen,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Beautifly,,28,Swarm,,,Gust / Air Cutter / Leech Life / Attract,Docile,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 660,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Zubat,,28,Inner Focus,,,Astonish / Mean Look / Poison Fang / Air Cutter,Serious,0,0,0,0,0,0,0,0,0,0,0,0
,Stunky,,28,Stench,,,Poison Gas / Smokescreen / Bite / Venoshock,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Croagunk,,28,Anticipation,,,Poison Sting / Mud-Slap / Flatter / Venoshock,Quirky,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 661,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Zubat,,31,Inner Focus,,,Supersonic / Poison Fang / Air Cutter / Bite,Serious,0,0,0,0,0,0,0,0,0,0,0,0
,Zubat,,31,Inner Focus,,,Poison Fang / Quick Guard / Air Cutter / Bite,Bashful,0,0,0,0,0,0,0,0,0,0,0,0
,Golbat,,34,Inner Focus,,,Screech / Poison Fang / Air Cutter / Bite,Quirky,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 662,,Team Galactic Grunt,,,,,,,,,,,,,,,,,
,Glameow,,32,Limber,,,Growl / Aerial Ace / Fury Swipes / Retaliate,Hardy,0,0,0,0,0,0,0,0,0,0,0,0
,Stunky,,32,Aftermath,,,Poison Gas / Bite / Venoshock / Toxic,Serious,0,0,0,0,0,0,0,0,0,0,0,0
,Croagunk,,32,Anticipation,,,Taunt / Venoshock / Sucker Punch / Poison Jab,Docile,0,0,0,0,0,0,0,0,0,0,0,0
,Trainer ID 663,,Pokémon Trainer Cedric,,,,(note: Cedric is the name used for Barry internally),,,,,,,,,,,,,
,Staraptor,,58,,Intimidate,Focus Sash,Close Combat / Pluck / Sunny Day / U-turn,Jolly,60,132,36,0,36,244,5,5,5,5,5,5
,Floatzel,,59,,Swift Swim,Quick Claw,Ice Fang / Crunch / Swift / Waterfall,Jolly,40,136,40,0,40,248,6,6,6,6,6,6
,Heracross,,60,Swarm,,,Megahorn / Swords Dance / Rock Slide / Close Combat,Jolly,44,124,44,0,44,252,9,9,9,9,9,9
,Rapidash,,59,,Flash Fire,Expert Belt,Smart Strike / Megahorn / Poison Jab / Flame Wheel,Jolly,60,132,52,0,52,212,7,7,7,7,7,7
,Snorlax,,60,Thick Fat,,,Covet / Yawn / Crunch / High Horsepower,Adamant,100,156,160,0,92,0,9,9,9,9,9,9
,Torterra,!,64,,Overgrow,Leftovers,Earthquake / Wood Hammer / Roar / Stealth Rock,Careful,164,116,52,52,124,0,11,11,11,11,11,11
,Trainer ID 664,,Pokémon Trainer Cedric,,,,(note: Cedric is the name used for Barry internally),,,,,,,,,,,,,
,Staraptor,,58,,Intimidate,Focus Sash,Close Combat / Pluck / Steel Wing / U-turn,Jolly,60,132,36,0,36,244,5,5,5,5,5,5
,Floatzel,,59,,Swift Swim,Quick Claw,Ice Fang / Crunch / Swift / Waterfall,Jolly,40,136,40,0,40,248,6,6,6,6,6,6
,Heracross,,60,Swarm,,,Megahorn / Swords Dance / Rock Slide / Close Combat,Jolly,44,124,44,0,44,252,9,9,9,9,9,9
,Roserade,,59,,Poison Point,Black Sludge,Grassy Terrain / Giga Drain / Toxic / Sludge Bomb,Timid,60,0,52,132,52,212,7,7,7,7,7,7
,Snorlax,,60,Thick Fat,,,Covet / Yawn / Crunch / Hammer Arm,Adamant,100,156,160,0,92,0,9,9,9,9,9,9
,Infernape,!,64,,Blaze,Expert Belt,Close Combat / Flare Blitz / U-turn / Shadow Claw,Jolly,52,188,52,0,52,164,11,11,11,11,11,11
,Trainer ID 665,,Pokémon Trainer Cedric,,,,(note: Cedric is the name used for Barry internally),,,,,,,,,,,,,
,Staraptor,,58,,Intimidate,Focus Sash,Close Combat / Pluck / Rain Dance / U-turn,Jolly,60,132,36,0,36,244,5,5,5,5,5,5
,Roserade,,59,,Natural Cure,Black Sludge,Sludge Bomb / Giga Drain / Stun Spore / Shadow Ball,Timid,40,0,40,136,40,248,6,6,6,6,6,6
,Heracross,,60,Swarm,,,Megahorn / Swords Dance / Rock Slide / Close Combat,Jolly,44,124,44,0,44,252,9,9,9,9,9,9
,Rapidash,,59,,Flash Fire,Expert Belt,Smart Strike / Megahorn / Poison Jab / Flame Wheel,Jolly,60,132,52,0,52,212,7,7,7,7,7,7
,Snorlax,,60,Thick Fat,,,Covet / Yawn / Crunch / High Horsepower,Adamant,100,156,160,0,92,0,9,9,9,9,9,9
,Empoleon,!,64,,Torrent,Quick Claw,Charm / Grass Knot / Surf / Flash Cannon,Timid,52,0,52,188,52,164,11,11,11,11,11,11
,Trainer ID 666,,Pokémon Trainer Cedric,,,,(note: Cedric is the name used for Barry internally),,,,,,,,,,,,,
,Staraptor,,68,,Intimidate,Focus Sash,Close Combat / Pluck / Sunny Day / U-turn,Jolly,60,132,36,0,36,244,5,5,5,5,5,5
,Floatzel,,69,,Swift Swim,Quick Claw,Ice Fang / Crunch / Swift / Waterfall,Jolly,40,136,40,0,40,248,6,6,6,6,6,6
